,GEOID,Agency No.,geodesic_distance_miles,estimated_road_distance_miles,distance_meters,distance_text,drive_time_seconds,total_traveltime,drive_time_text,road_factor,average_speed_mph,status,Latitude,Longitude,TRACT_LAT_COL,TRACT_LNG_COL,County
0,37183052002.0,Fuquay-Varina Growers Market,16.899,21.124,33995.414,21.1 mi,2535,42.25,42 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
1,37183052002.0,Pine Acres Community Center,16.936,21.17,34070.453,21.2 mi,2540,42.333,42 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
2,37183052002.0,Sherrill’s University of Cosmetology,2.207,2.759,4440.499,2.8 mi,331,5.517,6 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
3,37183052002.0,Raleigh Church of Christ,6.967,8.708,14014.9,8.7 mi,1045,17.417,17 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
4,37183052002.0,The Rock Church,3.629,4.536,7299.784,4.5 mi,544,9.067,9 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
5,37183052002.0,Regeneration Temple,4.882,6.103,9821.81,6.1 mi,732,12.2,12 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
6,37183052002.0,Redeeming Love Missionary Baptist Church,1.394,1.742,2803.498,1.7 mi,209,3.483,3 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
7,37183052002.0,Historic Oak View Park,1.532,1.915,3081.68,1.9 mi,230,3.833,4 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
8,37183052002.0,Poe Center for Health Ed.,1.183,1.479,2380.783,1.5 mi,178,2.967,3 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
9,37183052002.0,New Hope Baptist Church,5.434,6.792,10930.513,6.8 mi,815,13.583,14 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
10,37183052002.0,Wake County Public Health,1.117,1.397,2247.756,1.4 mi,168,2.8,3 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
11,37183052002.0,Peach Road Community Center,3.563,4.453,7167.058,4.5 mi,534,8.9,9 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
12,37183052002.0,Wake County Northern Regional Center,14.855,18.569,29884.143,18.6 mi,2228,37.133,37 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
13,37183052002.0,Wendell Parks and Recreation,12.241,15.302,24625.821,15.3 mi,1836,30.6,31 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
14,37183052002.0,Beech Bluff County Park,13.346,16.682,26847.043,16.7 mi,2002,33.367,33 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
15,37183052002.0,Wakefield Missionary Baptist,16.551,20.688,33294.422,20.7 mi,2483,41.383,41 mins,1.25,30,ESTIMATED,,,35.767308,-78.599006,183
16,37183053507.0,Fuquay-Varina Growers Market,13.409,16.761,26974.065,16.8 mi,2011,33.517,34 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
17,37183053507.0,Pine Acres Community Center,13.475,16.844,27108.095,16.8 mi,2021,33.683,34 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
18,37183053507.0,Sherrill’s University of Cosmetology,11.589,14.486,23312.527,14.5 mi,1738,28.967,29 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
19,37183053507.0,Raleigh Church of Christ,3.85,4.813,7745.173,4.8 mi,578,9.633,10 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
20,37183053507.0,The Rock Church,11.693,14.616,23521.713,14.6 mi,1754,29.233,29 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
21,37183053507.0,Regeneration Temple,11.425,14.281,22983.66,14.3 mi,1714,28.567,29 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
22,37183053507.0,Redeeming Love Missionary Baptist Church,11.466,14.332,23065.091,14.3 mi,1720,28.667,29 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
23,37183053507.0,Historic Oak View Park,12.319,15.399,24782.446,15.4 mi,1848,30.8,31 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
24,37183053507.0,Poe Center for Health Ed.,11.636,14.544,23406.979,14.5 mi,1745,29.083,29 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
25,37183053507.0,New Hope Baptist Church,12.906,16.133,25962.8,16.1 mi,1936,32.267,32 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
26,37183053507.0,Wake County Public Health,11.484,14.355,23101.473,14.4 mi,1723,28.717,29 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
27,37183053507.0,Peach Road Community Center,8.068,10.085,16229.473,10.1 mi,1210,20.167,20 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
28,37183053507.0,Wake County Northern Regional Center,20.509,25.636,41256.695,25.6 mi,3076,51.267,51 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
29,37183053507.0,Wendell Parks and Recreation,22.98,28.726,46229.39,28.7 mi,3447,57.45,57 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
30,37183053507.0,Beech Bluff County Park,14.792,18.49,29756.573,18.5 mi,2219,36.983,37 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
31,37183053507.0,Wakefield Missionary Baptist,26.881,33.602,54076.77,33.6 mi,4032,67.2,1 hr 7 mins,1.25,30,ESTIMATED,,,35.779256,-78.791398,183
32,37183054006.0,Fuquay-Varina Growers Market,22.017,27.522,44291.959,27.5 mi,3303,55.05,55 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
33,37183054006.0,Pine Acres Community Center,22.07,27.588,44398.338,27.6 mi,3311,55.183,55 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
34,37183054006.0,Sherrill’s University of Cosmetology,5.937,7.421,11942.539,7.4 mi,890,14.833,15 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
35,37183054006.0,Raleigh Church of Christ,8.435,10.543,16967.885,10.5 mi,1265,21.083,21 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
36,37183054006.0,The Rock Church,4.56,5.7,9173.583,5.7 mi,684,11.4,11 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
37,37183054006.0,Regeneration Temple,3.106,3.882,6247.411,3.9 mi,466,7.767,8 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
38,37183054006.0,Redeeming Love Missionary Baptist Church,9.015,11.269,18135.629,11.3 mi,1352,22.533,23 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
39,37183054006.0,Historic Oak View Park,7.967,9.959,16027.901,10.0 mi,1195,19.917,20 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
40,37183054006.0,Poe Center for Health Ed.,7.125,8.907,14333.811,8.9 mi,1069,17.817,18 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
41,37183054006.0,New Hope Baptist Church,3.908,4.885,7861.542,4.9 mi,586,9.767,10 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
42,37183054006.0,Wake County Public Health,7.021,8.777,14124.48,8.8 mi,1053,17.55,18 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
43,37183054006.0,Peach Road Community Center,9.153,11.442,18413.386,11.4 mi,1373,22.883,23 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
44,37183054006.0,Wake County Northern Regional Center,9.567,11.958,19245.088,12.0 mi,1435,23.917,24 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
45,37183054006.0,Wendell Parks and Recreation,15.492,19.365,31164.842,19.4 mi,2324,38.733,39 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
46,37183054006.0,Beech Bluff County Park,20.095,25.119,40424.549,25.1 mi,3014,50.233,50 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
47,37183054006.0,Wakefield Missionary Baptist,17.877,22.346,35963.176,22.3 mi,2682,44.7,45 mins,1.25,30,ESTIMATED,,,35.873995,-78.633921,183
48,37183053713.0,Fuquay-Varina Growers Market,21.021,26.276,42287.648,26.3 mi,3153,52.55,53 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
49,37183053713.0,Pine Acres Community Center,21.08,26.35,42406.345,26.4 mi,3162,52.7,53 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
50,37183053713.0,Sherrill’s University of Cosmetology,8.11,10.138,16315.634,10.1 mi,1217,20.283,20 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
51,37183053713.0,Raleigh Church of Christ,7.199,8.999,14482.171,9.0 mi,1080,18.0,18 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
52,37183053713.0,The Rock Church,7.052,8.815,14186.002,8.8 mi,1058,17.633,18 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
53,37183053713.0,Regeneration Temple,5.797,7.246,11662.003,7.2 mi,870,14.5,14 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
54,37183053713.0,Redeeming Love Missionary Baptist Church,10.556,13.194,21234.418,13.2 mi,1583,26.383,26 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
55,37183053713.0,Historic Oak View Park,9.994,12.492,20103.888,12.5 mi,1499,24.983,25 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
56,37183053713.0,Poe Center for Health Ed.,9.085,11.356,18276.389,11.4 mi,1363,22.717,23 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
57,37183053713.0,New Hope Baptist Church,6.966,8.707,14012.798,8.7 mi,1045,17.417,17 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
58,37183053713.0,Wake County Public Health,8.947,11.184,17998.759,11.2 mi,1342,22.367,22 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
59,37183053713.0,Peach Road Community Center,9.508,11.885,19126.689,11.9 mi,1426,23.767,24 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
60,37183053713.0,Wake County Northern Regional Center,12.041,15.052,24223.313,15.1 mi,1806,30.1,30 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
61,37183053713.0,Wendell Parks and Recreation,18.606,23.257,37428.506,23.3 mi,2791,46.517,47 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
62,37183053713.0,Beech Bluff County Park,20.138,25.172,40510.345,25.2 mi,3021,50.35,50 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
63,37183053713.0,Wakefield Missionary Baptist,21.159,26.449,42564.79,26.4 mi,3174,52.9,53 mins,1.25,30,ESTIMATED,,,35.876755,-78.692569,183
64,37183053004.0,Fuquay-Varina Growers Market,10.554,13.193,21232.13,13.2 mi,1583,26.383,26 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
65,37183053004.0,Pine Acres Community Center,10.617,13.272,21358.675,13.3 mi,1593,26.55,27 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
66,37183053004.0,Sherrill’s University of Cosmetology,11.008,13.76,22144.126,13.8 mi,1651,27.517,28 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
67,37183053004.0,Raleigh Church of Christ,3.696,4.619,7434.278,4.6 mi,554,9.233,9 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
68,37183053004.0,The Rock Church,11.536,14.42,23206.093,14.4 mi,1730,28.833,29 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
69,37183053004.0,Regeneration Temple,11.687,14.609,23510.959,14.6 mi,1753,29.217,29 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
70,37183053004.0,Redeeming Love Missionary Baptist Church,9.93,12.413,19976.233,12.4 mi,1490,24.833,25 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
71,37183053004.0,Historic Oak View Park,11.188,13.985,22506.184,14.0 mi,1678,27.967,28 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
72,37183053004.0,Poe Center for Health Ed.,10.694,13.367,21512.88,13.4 mi,1604,26.733,27 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
73,37183053004.0,New Hope Baptist Church,13.077,16.346,26306.463,16.3 mi,1962,32.7,33 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
74,37183053004.0,Wake County Public Health,10.562,13.203,21248.128,13.2 mi,1584,26.4,26 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
75,37183053004.0,Peach Road Community Center,6.303,7.879,12679.88,7.9 mi,945,15.75,16 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
76,37183053004.0,Wake County Northern Regional Center,21.632,27.039,43515.854,27.0 mi,3245,54.083,54 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
77,37183053004.0,Wendell Parks and Recreation,21.85,27.313,43955.482,27.3 mi,3278,54.633,55 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
78,37183053004.0,Beech Bluff County Park,11.48,14.35,23094.313,14.4 mi,1722,28.7,29 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
79,37183053004.0,Wakefield Missionary Baptist,26.192,32.74,52690.595,32.7 mi,3929,65.483,1 hr 5 mins,1.25,30,ESTIMATED,,,35.735658,-78.766843,183
80,37183053519.0,Fuquay-Varina Growers Market,12.415,15.519,24975.342,15.5 mi,1862,31.033,31 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
81,37183053519.0,Pine Acres Community Center,12.482,15.602,25108.9,15.6 mi,1872,31.2,31 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
82,37183053519.0,Sherrill’s University of Cosmetology,11.646,14.557,23427.156,14.6 mi,1747,29.117,29 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
83,37183053519.0,Raleigh Church of Christ,3.818,4.772,7680.311,4.8 mi,573,9.55,10 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
84,37183053519.0,The Rock Church,11.877,14.847,23893.133,14.8 mi,1782,29.7,30 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
85,37183053519.0,Regeneration Temple,11.731,14.663,23598.342,14.7 mi,1760,29.333,29 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
86,37183053519.0,Redeeming Love Missionary Baptist Church,11.228,14.035,22586.666,14.0 mi,1684,28.067,28 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
87,37183053519.0,Historic Oak View Park,12.214,15.268,24571.167,15.3 mi,1832,30.533,31 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
88,37183053519.0,Poe Center for Health Ed.,11.583,14.479,23302.068,14.5 mi,1738,28.967,29 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
89,37183053519.0,New Hope Baptist Church,13.196,16.495,26546.516,16.5 mi,1979,32.983,33 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
90,37183053519.0,Wake County Public Health,11.436,14.295,23006.335,14.3 mi,1715,28.583,29 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
91,37183053519.0,Peach Road Community Center,7.718,9.648,15527.06,9.6 mi,1158,19.3,19 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
92,37183053519.0,Wake County Northern Regional Center,21.094,26.368,42434.982,26.4 mi,3164,52.733,53 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
93,37183053519.0,Wendell Parks and Recreation,22.918,28.648,46103.97,28.6 mi,3438,57.3,57 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
94,37183053519.0,Beech Bluff County Park,13.852,17.315,27865.239,17.3 mi,2078,34.633,35 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
95,37183053519.0,Wakefield Missionary Baptist,26.963,33.704,54240.548,33.7 mi,4044,67.4,1 hr 7 mins,1.25,30,ESTIMATED,,,35.764805,-78.789685,183
96,37183053604.0,Fuquay-Varina Growers Market,15.457,19.321,31094.882,19.3 mi,2319,38.65,39 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
97,37183053604.0,Pine Acres Community Center,15.527,19.409,31235.452,19.4 mi,2329,38.817,39 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
98,37183053604.0,Sherrill’s University of Cosmetology,15.062,18.827,30299.439,18.8 mi,2259,37.65,38 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
99,37183053604.0,Raleigh Church of Christ,7.646,9.558,15381.326,9.6 mi,1147,19.117,19 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
100,37183053604.0,The Rock Church,14.929,18.662,30033.07,18.7 mi,2239,37.317,37 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
101,37183053604.0,Regeneration Temple,14.398,17.998,28965.076,18.0 mi,2160,36.0,36 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
102,37183053604.0,Redeeming Love Missionary Baptist Church,15.302,19.127,30782.031,19.1 mi,2295,38.25,38 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
103,37183053604.0,Historic Oak View Park,16.015,20.018,32216.236,20.0 mi,2402,40.033,40 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
104,37183053604.0,Poe Center for Health Ed.,15.27,19.088,30719.255,19.1 mi,2291,38.183,38 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
105,37183053604.0,New Hope Baptist Church,15.879,19.849,31943.245,19.8 mi,2382,39.7,40 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
106,37183053604.0,Wake County Public Health,15.114,18.892,30404.274,18.9 mi,2267,37.783,38 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
107,37183053604.0,Peach Road Community Center,11.987,14.984,24114.668,15.0 mi,1798,29.967,30 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
108,37183053604.0,Wake County Northern Regional Center,22.377,27.971,45015.318,28.0 mi,3357,55.95,56 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
109,37183053604.0,Wendell Parks and Recreation,26.555,33.194,53420.122,33.2 mi,3983,66.383,1 hr 6 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
110,37183053604.0,Beech Bluff County Park,18.052,22.565,36315.517,22.6 mi,2708,45.133,45 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
111,37183053604.0,Wakefield Missionary Baptist,30.182,37.727,60716.047,37.7 mi,4527,75.45,1 hr 15 mins,1.25,30,ESTIMATED,,,35.804642,-78.854478,183
112,37183052812.0,Fuquay-Varina Growers Market,12.571,15.713,25288.134,15.7 mi,1886,31.433,31 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
113,37183052812.0,Pine Acres Community Center,12.592,15.74,25331.38,15.7 mi,1889,31.483,31 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
114,37183052812.0,Sherrill’s University of Cosmetology,7.832,9.791,15756.403,9.8 mi,1175,19.583,20 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
115,37183052812.0,Raleigh Church of Christ,8.671,10.838,17442.302,10.8 mi,1301,21.683,22 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
116,37183052812.0,The Rock Church,9.283,11.603,18673.549,11.6 mi,1392,23.2,23 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
117,37183052812.0,Regeneration Temple,10.499,13.123,21119.779,13.1 mi,1575,26.25,26 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
118,37183052812.0,Redeeming Love Missionary Baptist Church,4.481,5.602,9015.187,5.6 mi,672,11.2,11 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
119,37183052812.0,Historic Oak View Park,6.255,7.819,12583.02,7.8 mi,938,15.633,16 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
120,37183052812.0,Poe Center for Health Ed.,6.633,8.291,13343.505,8.3 mi,995,16.583,17 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
121,37183052812.0,New Hope Baptist Church,11.074,13.842,22277.195,13.8 mi,1661,27.683,28 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
122,37183052812.0,Wake County Public Health,6.644,8.305,13365.081,8.3 mi,997,16.617,17 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
123,37183052812.0,Peach Road Community Center,4.507,5.634,9066.433,5.6 mi,676,11.267,11 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
124,37183052812.0,Wake County Northern Regional Center,20.436,25.546,41111.636,25.5 mi,3065,51.083,51 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
125,37183052812.0,Wendell Parks and Recreation,14.638,18.298,29447.416,18.3 mi,2196,36.6,37 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
126,37183052812.0,Beech Bluff County Park,7.876,9.845,15843.453,9.8 mi,1181,19.683,20 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
127,37183052812.0,Wakefield Missionary Baptist,19.715,24.644,39660.925,24.6 mi,2957,49.283,49 mins,1.25,30,ESTIMATED,,,35.68639,-78.614024,183
128,37183052905.0,Fuquay-Varina Growers Market,7.016,8.77,14113.48,8.8 mi,1052,17.533,18 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
129,37183052905.0,Pine Acres Community Center,7.006,8.757,14093.312,8.8 mi,1051,17.517,18 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
130,37183052905.0,Sherrill’s University of Cosmetology,14.641,18.302,29453.644,18.3 mi,2196,36.6,37 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
131,37183052905.0,Raleigh Church of Christ,12.493,15.616,25131.608,15.6 mi,1874,31.233,31 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
132,37183052905.0,The Rock Church,16.009,20.011,32204.809,20.0 mi,2401,40.017,40 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
133,37183052905.0,Regeneration Temple,17.068,21.335,34335.367,21.3 mi,2560,42.667,43 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
134,37183052905.0,Redeeming Love Missionary Baptist Church,11.411,14.264,22956.285,14.3 mi,1712,28.533,29 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
135,37183052905.0,Historic Oak View Park,13.223,16.529,26600.495,16.5 mi,1983,33.05,33 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
136,37183052905.0,Poe Center for Health Ed.,13.512,16.89,27181.337,16.9 mi,2027,33.783,34 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
137,37183052905.0,New Hope Baptist Church,17.846,22.307,35899.49,22.3 mi,2677,44.617,45 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
138,37183052905.0,Wake County Public Health,13.5,16.875,27157.093,16.9 mi,2025,33.75,34 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
139,37183052905.0,Peach Road Community Center,10.018,12.523,20153.113,12.5 mi,1503,25.05,25 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
140,37183052905.0,Wake County Northern Regional Center,27.288,34.11,54895.405,34.1 mi,4093,68.217,1 hr 8 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
141,37183052905.0,Wendell Parks and Recreation,20.863,26.079,41970.51,26.1 mi,3130,52.167,52 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
142,37183052905.0,Beech Bluff County Park,0.925,1.156,1860.824,1.2 mi,139,2.317,2 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
143,37183052905.0,Wakefield Missionary Baptist,26.13,32.662,52565.12,32.7 mi,3919,65.317,1 hr 5 mins,1.25,30,ESTIMATED,,,35.598676,-78.676379,183
144,37183052306.0,Fuquay-Varina Growers Market,12.505,15.632,25156.583,15.6 mi,1876,31.267,31 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
145,37183052306.0,Pine Acres Community Center,12.56,15.7,25265.898,15.7 mi,1884,31.4,31 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
146,37183052306.0,Sherrill’s University of Cosmetology,7.763,9.704,15616.413,9.7 mi,1164,19.4,19 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
147,37183052306.0,Raleigh Church of Christ,1.751,2.189,3522.55,2.2 mi,263,4.383,4 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
148,37183052306.0,The Rock Church,8.355,10.444,16808.462,10.4 mi,1253,20.883,21 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
149,37183052306.0,Regeneration Temple,8.639,10.799,17379.481,10.8 mi,1296,21.6,22 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
150,37183052306.0,Redeeming Love Missionary Baptist Church,6.837,8.546,13752.929,8.5 mi,1025,17.083,17 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
151,37183052306.0,Historic Oak View Park,7.976,9.97,16044.585,10.0 mi,1196,19.933,20 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
152,37183052306.0,Poe Center for Health Ed.,7.451,9.314,14989.975,9.3 mi,1118,18.633,19 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
153,37183052306.0,New Hope Baptist Church,9.971,12.463,20057.546,12.5 mi,1496,24.933,25 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
154,37183052306.0,Wake County Public Health,7.318,9.147,14720.776,9.1 mi,1098,18.3,18 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
155,37183052306.0,Peach Road Community Center,3.287,4.108,6611.567,4.1 mi,493,8.217,8 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
156,37183052306.0,Wake County Northern Regional Center,18.844,23.555,37908.18,23.6 mi,2827,47.117,47 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
157,37183052306.0,Wendell Parks and Recreation,18.672,23.34,37562.469,23.3 mi,2801,46.683,47 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
158,37183052306.0,Beech Bluff County Park,11.628,14.535,23392.513,14.5 mi,1744,29.067,29 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
159,37183052306.0,Wakefield Missionary Baptist,22.949,28.687,46166.826,28.7 mi,3442,57.367,57 mins,1.25,30,ESTIMATED,,,35.751647,-78.712318,183
160,37183051800.0,Fuquay-Varina Growers Market,17.968,22.46,36145.383,22.5 mi,2695,44.917,45 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
161,37183051800.0,Pine Acres Community Center,18.016,22.519,36241.541,22.5 mi,2702,45.033,45 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
162,37183051800.0,Sherrill’s University of Cosmetology,2.851,3.563,5734.734,3.6 mi,428,7.133,7 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
163,37183051800.0,Raleigh Church of Christ,5.416,6.77,10895.433,6.8 mi,812,13.533,14 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
164,37183051800.0,The Rock Church,2.707,3.384,5445.922,3.4 mi,406,6.767,7 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
165,37183051800.0,Regeneration Temple,2.816,3.519,5664.051,3.5 mi,422,7.033,7 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
166,37183051800.0,Redeeming Love Missionary Baptist Church,4.823,6.029,9702.836,6.0 mi,723,12.05,12 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
167,37183051800.0,Historic Oak View Park,4.399,5.498,8848.46,5.5 mi,660,11.0,11 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
168,37183051800.0,Poe Center for Health Ed.,3.494,4.368,7029.131,4.4 mi,524,8.733,9 mins,1.25,30,ESTIMATED,,,35.808103,-78.634987,183
