,GEOID,Agency No.,geodesic_distance_miles,estimated_road_distance_miles,distance_meters,distance_text,drive_time_seconds,total_traveltime,drive_time_text,road_factor,average_speed_mph,status,Latitude,Longitude,TRACT_LAT_COL,TRACT_LNG_COL,County
747,37183052409.0,Peach Road Community Center,2.869,3.586,5770.711,3.6 mi,430,7.167,7 mins,1.25,30,ESTIMATED,,,35.776726,-78.683923,183
748,37183052409.0,Wake County Northern Regional Center,16.505,20.631,33202.689,20.6 mi,2476,41.267,41 mins,1.25,30,ESTIMATED,,,35.776726,-78.683923,183
749,37183052409.0,Wendell Parks and Recreation,16.96,21.2,34118.346,21.2 mi,2544,42.4,42 mins,1.25,30,ESTIMATED,,,35.776726,-78.683923,183
750,37183052409.0,Beech Bluff County Park,13.215,16.519,26584.371,16.5 mi,1982,33.033,33 mins,1.25,30,ESTIMATED,,,35.776726,-78.683923,183
751,37183052409.0,Wakefield Missionary Baptist,20.989,26.237,42223.987,26.2 mi,3148,52.467,52 mins,1.25,30,ESTIMATED,,,35.776726,-78.683923,183
752,37183053719.0,Fuquay-Varina Growers Market,23.705,29.631,47685.909,29.6 mi,3556,59.267,59 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
753,37183053719.0,Pine Acres Community Center,23.769,29.711,47815.552,29.7 mi,3565,59.417,59 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
754,37183053719.0,Sherrill’s University of Cosmetology,12.671,15.839,25490.181,15.8 mi,1901,31.683,32 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
755,37183053719.0,Raleigh Church of Christ,10.471,13.089,21065.026,13.1 mi,1571,26.183,26 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
756,37183053719.0,The Rock Church,11.549,14.436,23232.578,14.4 mi,1732,28.867,29 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
757,37183053719.0,Regeneration Temple,10.211,12.764,20541.633,12.8 mi,1532,25.533,26 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
758,37183053719.0,Redeeming Love Missionary Baptist Church,15.086,18.857,30347.275,18.9 mi,2263,37.717,38 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
759,37183053719.0,Historic Oak View Park,14.566,18.208,29303.066,18.2 mi,2185,36.417,36 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
760,37183053719.0,Poe Center for Health Ed.,13.658,17.073,27475.666,17.1 mi,2049,34.15,34 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
761,37183053719.0,New Hope Baptist Church,11.198,13.998,22527.378,14.0 mi,1680,28.0,28 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
762,37183053719.0,Wake County Public Health,13.52,16.9,27197.687,16.9 mi,2028,33.8,34 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
763,37183053719.0,Peach Road Community Center,13.678,17.097,27515.725,17.1 mi,2052,34.2,34 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
764,37183053719.0,Wake County Northern Regional Center,13.59,16.988,27338.763,17.0 mi,2039,33.983,34 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
765,37183053719.0,Wendell Parks and Recreation,22.764,28.456,45794.822,28.5 mi,3415,56.917,57 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
766,37183053719.0,Beech Bluff County Park,23.817,29.771,47912.053,29.8 mi,3573,59.55,1 hr,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
767,37183053719.0,Wakefield Missionary Baptist,24.796,30.995,49881.625,31.0 mi,3719,61.983,1 hr 2 mins,1.25,30,ESTIMATED,,,35.92573,-78.747528,183
768,37183053113.0,Fuquay-Varina Growers Market,1.186,1.482,2385.725,1.5 mi,178,2.967,3 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
769,37183053113.0,Pine Acres Community Center,1.144,1.429,2300.539,1.4 mi,172,2.867,3 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
770,37183053113.0,Sherrill’s University of Cosmetology,20.141,25.176,40517.121,25.2 mi,3021,50.35,50 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
771,37183053113.0,Raleigh Church of Christ,14.975,18.719,30124.987,18.7 mi,2246,37.433,37 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
772,37183053113.0,The Rock Church,21.233,26.541,42713.505,26.5 mi,3185,53.083,53 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
773,37183053113.0,Regeneration Temple,21.917,27.396,44089.159,27.4 mi,3287,54.783,55 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
774,37183053113.0,Redeeming Love Missionary Baptist Church,17.459,21.824,35122.563,21.8 mi,2619,43.65,44 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
775,37183053113.0,Historic Oak View Park,19.262,24.077,38748.94,24.1 mi,2889,48.15,48 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
776,37183053113.0,Poe Center for Health Ed.,19.258,24.073,38740.998,24.1 mi,2889,48.15,48 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
777,37183053113.0,New Hope Baptist Church,23.041,28.802,46351.567,28.8 mi,3456,57.6,58 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
778,37183053113.0,Wake County Public Health,19.194,23.992,38612.13,24.0 mi,2879,47.983,48 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
779,37183053113.0,Peach Road Community Center,14.776,18.47,29724.634,18.5 mi,2216,36.933,37 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
780,37183053113.0,Wake County Northern Regional Center,32.325,40.406,65027.097,40.4 mi,4849,80.817,1 hr 21 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
781,37183053113.0,Wendell Parks and Recreation,28.248,35.31,56825.594,35.3 mi,4237,70.617,1 hr 11 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
782,37183053113.0,Beech Bluff County Park,7.543,9.428,15173.345,9.4 mi,1131,18.85,19 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
783,37183053113.0,Wakefield Missionary Baptist,33.391,41.739,67171.953,41.7 mi,5009,83.483,1 hr 23 mins,1.25,30,ESTIMATED,,,35.571326,-78.812382,183
784,37183052906.0,Fuquay-Varina Growers Market,8.82,11.026,17743.887,11.0 mi,1323,22.05,22 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
785,37183052906.0,Pine Acres Community Center,8.824,11.03,17750.989,11.0 mi,1324,22.067,22 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
786,37183052906.0,Sherrill’s University of Cosmetology,12.384,15.48,24913.088,15.5 mi,1858,30.967,31 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
787,37183052906.0,Raleigh Church of Christ,11.062,13.827,22252.563,13.8 mi,1659,27.65,28 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
788,37183052906.0,The Rock Church,13.784,17.23,27729.089,17.2 mi,2068,34.467,34 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
789,37183052906.0,Regeneration Temple,14.899,18.624,29972.354,18.6 mi,2235,37.25,37 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
790,37183052906.0,Redeeming Love Missionary Baptist Church,9.103,11.379,18312.793,11.4 mi,1365,22.75,23 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
791,37183052906.0,Historic Oak View Park,10.901,13.626,21928.556,13.6 mi,1635,27.25,27 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
792,37183052906.0,Poe Center for Health Ed.,11.227,14.034,22585.208,14.0 mi,1684,28.067,28 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
793,37183052906.0,New Hope Baptist Church,15.609,19.511,31399.975,19.5 mi,2341,39.017,39 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
794,37183052906.0,Wake County Public Health,11.223,14.029,22577.376,14.0 mi,1683,28.05,28 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
795,37183052906.0,Peach Road Community Center,8.039,10.049,16172.83,10.0 mi,1206,20.1,20 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
796,37183052906.0,Wake County Northern Regional Center,25.028,31.285,50348.565,31.3 mi,3754,62.567,1 hr 3 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
797,37183052906.0,Wendell Parks and Recreation,18.602,23.253,37421.419,23.3 mi,2790,46.5,46 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
798,37183052906.0,Beech Bluff County Park,3.223,4.028,6482.965,4.0 mi,483,8.05,8 mins,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
799,37183052906.0,Wakefield Missionary Baptist,23.841,29.801,47960.779,29.8 mi,3576,59.6,1 hr,1.25,30,ESTIMATED,,,35.626278,-78.651448,183
800,37183051102.0,Fuquay-Varina Growers Market,15.458,19.322,31096.455,19.3 mi,2319,38.65,39 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
801,37183051102.0,Pine Acres Community Center,15.508,19.385,31197.348,19.4 mi,2326,38.767,39 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
802,37183051102.0,Sherrill’s University of Cosmetology,4.795,5.993,9645.534,6.0 mi,719,11.983,12 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
803,37183051102.0,Raleigh Church of Christ,3.037,3.797,6110.277,3.8 mi,456,7.6,8 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
804,37183051102.0,The Rock Church,5.193,6.491,10446.081,6.5 mi,779,12.983,13 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
805,37183051102.0,Regeneration Temple,5.44,6.8,10943.608,6.8 mi,816,13.6,14 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
806,37183051102.0,Redeeming Love Missionary Baptist Church,5.0,6.25,10058.843,6.3 mi,750,12.5,12 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
807,37183051102.0,Historic Oak View Park,5.522,6.902,11108.453,6.9 mi,828,13.8,14 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
808,37183051102.0,Poe Center for Health Ed.,4.797,5.996,9649.232,6.0 mi,719,11.983,12 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
809,37183051102.0,New Hope Baptist Church,6.768,8.461,13615.915,8.5 mi,1015,16.917,17 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
810,37183051102.0,Wake County Public Health,4.643,5.804,9340.03,5.8 mi,696,11.6,12 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
811,37183051102.0,Peach Road Community Center,2.854,3.567,5741.267,3.6 mi,428,7.133,7 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
812,37183051102.0,Wake County Northern Regional Center,15.725,19.656,31633.98,19.7 mi,2359,39.317,39 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
813,37183051102.0,Wendell Parks and Recreation,16.136,20.17,32460.432,20.2 mi,2420,40.333,40 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
814,37183051102.0,Beech Bluff County Park,13.601,17.002,27361.779,17.0 mi,2040,34.0,34 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
815,37183051102.0,Wakefield Missionary Baptist,20.111,25.138,40456.184,25.1 mi,3017,50.283,50 mins,1.25,30,ESTIMATED,,,35.782189,-78.669314,183
816,37183053726.0,Fuquay-Varina Growers Market,20.246,25.308,40729.203,25.3 mi,3037,50.617,51 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
817,37183053726.0,Pine Acres Community Center,20.307,25.384,40850.823,25.4 mi,3046,50.767,51 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
818,37183053726.0,Sherrill’s University of Cosmetology,8.555,10.694,17209.618,10.7 mi,1283,21.383,21 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
819,37183053726.0,Raleigh Church of Christ,6.507,8.134,13090.703,8.1 mi,976,16.267,16 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
820,37183053726.0,The Rock Church,7.642,9.553,15373.444,9.6 mi,1146,19.1,19 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
821,37183053726.0,Regeneration Temple,6.503,8.129,13082.206,8.1 mi,975,16.25,16 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
822,37183053726.0,Redeeming Love Missionary Baptist Church,10.712,13.39,21549.26,13.4 mi,1607,26.783,27 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
823,37183053726.0,Historic Oak View Park,10.337,12.922,20795.22,12.9 mi,1551,25.85,26 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
824,37183053726.0,Poe Center for Health Ed.,9.426,11.783,18962.145,11.8 mi,1414,23.567,24 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
825,37183053726.0,New Hope Baptist Church,7.776,9.72,15643.537,9.7 mi,1166,19.433,19 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
826,37183053726.0,Wake County Public Health,9.28,11.599,18667.534,11.6 mi,1392,23.2,23 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
827,37183053726.0,Peach Road Community Center,9.28,11.6,18669.165,11.6 mi,1392,23.2,23 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
828,37183053726.0,Wake County Northern Regional Center,13.164,16.455,26482.174,16.5 mi,1975,32.917,33 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
829,37183053726.0,Wendell Parks and Recreation,19.373,24.217,38973.097,24.2 mi,2906,48.433,48 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
830,37183053726.0,Beech Bluff County Park,19.674,24.593,39578.636,24.6 mi,2951,49.183,49 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
831,37183053726.0,Wakefield Missionary Baptist,22.094,27.617,44445.883,27.6 mi,3314,55.233,55 mins,1.25,30,ESTIMATED,,,35.869133,-78.710348,183
832,37183054214.0,Fuquay-Varina Growers Market,32.014,40.017,64401.763,40.0 mi,4802,80.033,1 hr 20 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
833,37183054214.0,Pine Acres Community Center,32.05,40.063,64474.818,40.1 mi,4808,80.133,1 hr 20 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
834,37183054214.0,Sherrill’s University of Cosmetology,13.14,16.425,26434.075,16.4 mi,1971,32.85,33 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
835,37183054214.0,Raleigh Church of Christ,20.255,25.318,40745.573,25.3 mi,3038,50.633,51 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
836,37183054214.0,The Rock Church,12.309,15.386,24761.944,15.4 mi,1846,30.767,31 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
837,37183054214.0,Regeneration Temple,12.171,15.214,24483.81,15.2 mi,1826,30.433,30 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
838,37183054214.0,Redeeming Love Missionary Baptist Church,15.78,19.725,31745.069,19.7 mi,2367,39.45,39 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
839,37183054214.0,Historic Oak View Park,13.954,17.443,28071.478,17.4 mi,2093,34.883,35 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
840,37183054214.0,Poe Center for Health Ed.,13.937,17.421,28036.2,17.4 mi,2091,34.85,35 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
841,37183054214.0,New Hope Baptist Church,10.738,13.423,21601.546,13.4 mi,1611,26.85,27 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
842,37183054214.0,Wake County Public Health,14.007,17.509,28177.234,17.5 mi,2101,35.017,35 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
843,37183054214.0,Peach Road Community Center,18.548,23.185,37312.767,23.2 mi,2782,46.367,46 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
844,37183054214.0,Wake County Northern Regional Center,6.365,7.956,12804.165,8.0 mi,955,15.917,16 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
845,37183054214.0,Wendell Parks and Recreation,9.981,12.476,20078.248,12.5 mi,1497,24.95,25 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
846,37183054214.0,Beech Bluff County Park,27.839,34.798,56002.691,34.8 mi,4176,69.6,1 hr 10 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
847,37183054214.0,Wakefield Missionary Baptist,7.899,9.874,15890.133,9.9 mi,1185,19.75,20 mins,1.25,30,ESTIMATED,,,35.924876,-78.411682,183
848,37183054217.0,Fuquay-Varina Growers Market,28.456,35.57,57244.674,35.6 mi,4268,71.133,1 hr 11 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
849,37183054217.0,Pine Acres Community Center,28.501,35.626,57334.924,35.6 mi,4275,71.25,1 hr 11 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
850,37183054217.0,Sherrill’s University of Cosmetology,9.724,12.155,19561.269,12.2 mi,1459,24.317,24 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
851,37183054217.0,Raleigh Church of Christ,15.619,19.523,31419.472,19.5 mi,2343,39.05,39 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
852,37183054217.0,The Rock Church,8.453,10.566,17005.009,10.6 mi,1268,21.133,21 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
853,37183054217.0,Regeneration Temple,7.753,9.692,15596.996,9.7 mi,1163,19.383,19 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
854,37183054217.0,Redeeming Love Missionary Baptist Church,12.972,16.215,26095.521,16.2 mi,1946,32.433,32 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
855,37183054217.0,Historic Oak View Park,11.215,14.019,22561.475,14.0 mi,1682,28.033,28 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
856,37183054217.0,Poe Center for Health Ed.,10.842,13.553,21811.119,13.6 mi,1626,27.1,27 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
857,37183054217.0,New Hope Baptist Church,6.616,8.271,13310.203,8.3 mi,992,16.533,17 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
858,37183054217.0,Wake County Public Health,10.852,13.565,21830.298,13.6 mi,1628,27.133,27 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
859,37183054217.0,Peach Road Community Center,14.894,18.618,29962.56,18.6 mi,2234,37.233,37 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
860,37183054217.0,Wake County Northern Regional Center,3.073,3.841,6181.32,3.8 mi,461,7.683,8 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
861,37183054217.0,Wendell Parks and Recreation,12.385,15.481,24914.998,15.5 mi,1858,30.967,31 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
862,37183054217.0,Beech Bluff County Park,25.258,31.573,50811.336,31.6 mi,3789,63.15,1 hr 3 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
863,37183054217.0,Wakefield Missionary Baptist,12.525,15.656,25195.863,15.7 mi,1879,31.317,31 mins,1.25,30,ESTIMATED,,,35.925715,-78.514468,183
864,37183054215.0,Fuquay-Varina Growers Market,28.394,35.493,57119.649,35.5 mi,4259,70.983,1 hr 11 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
865,37183054215.0,Pine Acres Community Center,28.432,35.54,57196.562,35.5 mi,4265,71.083,1 hr 11 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
866,37183054215.0,Sherrill’s University of Cosmetology,9.459,11.823,19027.979,11.8 mi,1419,23.65,24 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
867,37183054215.0,Raleigh Church of Christ,16.511,20.638,33213.887,20.6 mi,2477,41.283,41 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
868,37183054215.0,The Rock Church,8.571,10.714,17242.219,10.7 mi,1286,21.433,21 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
869,37183054215.0,Regeneration Temple,8.432,10.541,16963.307,10.5 mi,1265,21.083,21 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
870,37183054215.0,Redeeming Love Missionary Baptist Church,12.262,15.328,24667.394,15.3 mi,1839,30.65,31 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
871,37183054215.0,Historic Oak View Park,10.429,13.036,20979.461,13.0 mi,1564,26.067,26 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
872,37183054215.0,Poe Center for Health Ed.,10.325,12.907,20771.131,12.9 mi,1549,25.817,26 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
873,37183054215.0,New Hope Baptist Church,6.992,8.74,14065.43,8.7 mi,1049,17.483,17 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
874,37183054215.0,Wake County Public Health,10.383,12.979,20888.2,13.0 mi,1558,25.967,26 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
875,37183054215.0,Peach Road Community Center,14.869,18.586,29910.868,18.6 mi,2230,37.167,37 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
876,37183054215.0,Wake County Northern Regional Center,5.691,7.114,11449.356,7.1 mi,854,14.233,14 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
877,37183054215.0,Wendell Parks and Recreation,9.181,11.477,18469.696,11.5 mi,1377,22.95,23 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
878,37183054215.0,Beech Bluff County Park,24.475,30.594,49236.02,30.6 mi,3671,61.183,1 hr 1 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
879,37183054215.0,Wakefield Missionary Baptist,9.258,11.573,18624.814,11.6 mi,1389,23.15,23 mins,1.25,30,ESTIMATED,,,35.895405,-78.467907,183
880,37183052303.0,Fuquay-Varina Growers Market,12.867,16.084,25885.219,16.1 mi,1930,32.167,32 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
881,37183052303.0,Pine Acres Community Center,12.916,16.146,25983.732,16.1 mi,1937,32.283,32 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
882,37183052303.0,Sherrill’s University of Cosmetology,6.627,8.284,13331.864,8.3 mi,994,16.567,17 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
883,37183052303.0,Raleigh Church of Christ,2.837,3.546,5706.979,3.5 mi,426,7.1,7 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
884,37183052303.0,The Rock Church,7.409,9.261,14904.035,9.3 mi,1111,18.517,19 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
885,37183052303.0,Regeneration Temple,7.907,9.884,15906.927,9.9 mi,1186,19.767,20 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
886,37183052303.0,Redeeming Love Missionary Baptist Church,5.382,6.728,10826.935,6.7 mi,807,13.45,13 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
887,37183052303.0,Historic Oak View Park,6.618,8.272,13312.579,8.3 mi,993,16.55,17 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
888,37183052303.0,Poe Center for Health Ed.,6.168,7.71,12407.718,7.7 mi,925,15.417,15 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
889,37183052303.0,New Hope Baptist Church,9.131,11.414,18368.784,11.4 mi,1370,22.833,23 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
890,37183052303.0,Wake County Public Health,6.045,7.556,12160.019,7.6 mi,907,15.117,15 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
891,37183052303.0,Peach Road Community Center,1.801,2.251,3622.841,2.3 mi,270,4.5,4 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
892,37183052303.0,Wake County Northern Regional Center,18.283,22.853,36778.952,22.9 mi,2742,45.7,46 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
893,37183052303.0,Wendell Parks and Recreation,17.274,21.593,34750.017,21.6 mi,2591,43.183,43 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
894,37183052303.0,Beech Bluff County Park,11.167,13.958,22463.898,14.0 mi,1675,27.917,28 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
895,37183052303.0,Wakefield Missionary Baptist,21.647,27.059,43547.039,27.1 mi,3247,54.117,54 mins,1.25,30,ESTIMATED,,,35.747014,-78.686429,183
896,37183053806.0,Fuquay-Varina Growers Market,26.118,32.648,52541.284,32.6 mi,3918,65.3,1 hr 5 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
897,37183053806.0,Pine Acres Community Center,26.175,32.718,52654.937,32.7 mi,3926,65.433,1 hr 5 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
898,37183053806.0,Sherrill’s University of Cosmetology,10.271,12.839,20662.008,12.8 mi,1541,25.683,26 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
899,37183053806.0,Raleigh Church of Christ,12.299,15.373,24740.911,15.4 mi,1845,30.75,31 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
900,37183053806.0,The Rock Church,8.793,10.991,17687.84,11.0 mi,1319,21.983,22 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
901,37183053806.0,Regeneration Temple,7.348,9.185,14781.738,9.2 mi,1102,18.367,18 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
902,37183053806.0,Redeeming Love Missionary Baptist Church,13.499,16.874,27156.058,16.9 mi,2025,33.75,34 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
903,37183053806.0,Historic Oak View Park,12.297,15.372,24738.114,15.4 mi,1845,30.75,31 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
904,37183053806.0,Poe Center for Health Ed.,11.512,14.39,23158.468,14.4 mi,1727,28.783,29 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
905,37183053806.0,New Hope Baptist Church,7.539,9.424,15166.952,9.4 mi,1131,18.85,19 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
906,37183053806.0,Wake County Public Health,11.425,14.281,22983.346,14.3 mi,1714,28.567,29 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
907,37183053806.0,Peach Road Community Center,13.658,17.072,27474.775,17.1 mi,2049,34.15,34 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
908,37183053806.0,Wake County Northern Regional Center,7.439,9.298,14964.012,9.3 mi,1116,18.6,19 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
909,37183053806.0,Wendell Parks and Recreation,18.036,22.544,36281.688,22.5 mi,2705,45.083,45 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
910,37183053806.0,Beech Bluff County Park,24.589,30.736,49464.419,30.7 mi,3688,61.467,1 hr 1 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
911,37183053806.0,Wakefield Missionary Baptist,19.251,24.064,38727.476,24.1 mi,2888,48.133,48 mins,1.25,30,ESTIMATED,,,35.939829,-78.638462,183
912,37183053715.0,Fuquay-Varina Growers Market,20.685,25.856,41610.721,25.9 mi,3103,51.717,52 mins,1.25,30,ESTIMATED,,,35.864925,-78.668389,183
913,37183053715.0,Pine Acres Community Center,20.741,25.926,41723.459,25.9 mi,3111,51.85,52 mins,1.25,30,ESTIMATED,,,35.864925,-78.668389,183
914,37183053715.0,Sherrill’s University of Cosmetology,6.567,8.209,13211.698,8.2 mi,985,16.417,16 mins,1.25,30,ESTIMATED,,,35.864925,-78.668389,183
